Vmag,Plx,B-V,SpType,Luminousity Classes,label
9.71,16.21,0.4,G8V,V,4
9.84,8.52,0.71,G6V,V,4
9.04,3.2,1.079,K0III,III,2
6.59,7.17,1.322,K3III,III,2
8.85,5.39,0.644,G1V,V,4
7.66,14.43,0.566,G0V,V,4
7.26,11.44,0.47,F7V,V,4
10.49,3.05,1.05,K0III,III,2
8.62,8.14,0.785,K0III,III,2
8.81,7.07,0.525,F6V,V,4
7.88,4.9,1.052,K0III,III,2
8.34,4.15,1.17,K2III,III,2
8.89,2.29,1.162,K1III,III,2
8.49,12.14,0.719,G5IV,V,4
8.1,1.66,1.795,M2III,III,2
8.94,2.09,1.109,K1III,III,2
9.56,-0.12,1.35,K2III,III,2
7.69,5.86,0.289,A6V,V,4
8.13,2.61,0.836,G6III,III,2
8.16,11.67,0.481,F5V,V,4
8.78,11.47,0.74,G6V,V,4
9.74,10.54,0.465,F2IV,V,4
8.15,3.08,0.305,F0V,V,4
8.86,6.45,0.41,F3V,V,4
6.62,17.17,0.333,F2V,V,4
9.32,7.26,0.308,F0V,V,4
7.34,2.39,0.005,B4IV,V,4
7.62,10.31,0.281,F0V,V,4
9.45,3.52,1.09,K2III,III,2
6.17,13.23,0.089,A2V,V,4
9.23,2.57,1.15,K0III,III,2
7.43,3.39,1.2,K0III,III,2
7.22,3.14,1.005,K0III,III,2
9.26,7.5,0.569,G1V,V,4
9.54,7.28,0.667,G6V,V,4
8.24,2.68,1.52,K4III,III,2
8.1,1.94,0.028,B7V,V,4
8.72,1.94,1.104,K0III,III,2
9.15,10.3,0.51,G0V,V,4
8.46,2.34,1.397,K2III,III,2
6.31,7.58,0.207,F0V,V,4
6.73,4.97,1.06,K1III,III,2
9.02,2.53,1.15,K2III,III,2
8.82,3.75,0.95,G8IV,V,4
8.74,9.8,0.438,F3V,V,4
8.1,3.23,0.985,K0IV,V,4
10.92,23.17,1.225,K2V,V,4
8.44,5.6,0.208,A3V,V,4
9.44,1.9,0.67,G3V,V,4
8.08,14.67,1.044,K2IV,V,4
8.96,2.04,0.258,A2V,V,4
8.44,22.42,0.724,G6V,V,4
9.45,0.01,1.09,K0III,III,2
7.55,8.59,0.246,A6V,V,4
7.3,3.35,1.632,M1III,III,2
7.96,4.32,0.957,K0III,III,2
9.45,3.65,0.952,G9III,III,2
9.18,5.78,0.448,F6IV,V,4
10.5,24.13,1.18,M0V,V,4
8.33,5.71,1.296,K1III,III,2
6.46,21.5,0.528,F7V,V,4
9.89,7.41,0.738,G6III,III,2
8.23,10.21,0.452,F5V,V,4
8.8,9.21,0.62,F6IV,V,4
8.84,-0.29,1.032,G8III,III,2
8.86,5.39,0.697,G2V,V,4
5.26,11.06,0.883,G8III,III,2
10.66,11.09,1.124,K5V,V,4
6.38,23.09,0.406,F2IV,V,4
7.89,2.85,1.352,K2III,III,2
10.49,34.85,1.361,M0V,V,4
9.45,7.32,0.53,F6V,V,4
9.32,1.52,1.09,K0III,III,2
6.7,32.33,0.646,G5V,V,4
8.41,5.98,0.464,F5IV,V,4
8.87,0.37,1.256,K2III,III,2
6.47,5.54,1.581,M3III,III,2
10.08,1.92,1.287,K3III,III,2
8.4,24.18,0.693,G3V,V,4
9.14,7.66,0.504,F6V,V,4
9.37,12.95,0.65,G3V,V,4
9.06,0.84,0.155,A0IV,V,4
8.59,2.17,0.29,A1V,V,4
7.35,8.37,0.3,A5V,V,4
8.25,3.42,1.137,K0III,III,2
6.97,5.31,1.223,K1III,III,2
8.93,4.47,0.508,F3V,V,4
7.82,1.51,1.52,K3III,III,2
7.66,3.41,1.109,K0III,III,2
6.8,7.18,1.1,K0III,III,2
8.49,2.7,1.003,G8III,III,2
9.29,14.79,0.792,K0V,V,4
9.57,8.4,0.755,G8V,V,4
5.93,6.84,1.499,K4III,III,2
5.53,5.82,0.116,A3V,V,4
7.57,2.62,1.734,M3III,III,2
8.3,11.0,0.404,F3IV,V,4
8.41,3.92,0.244,A4III,III,2
7.66,11.01,0.856,G8IV,V,4
9.18,5.38,1.144,K1III,III,2
6.13,6.73,1.01,K0III,III,2
7.46,10.54,0.6,K3III,III,2
8.59,21.3,0.705,G5V,V,4
5.83,10.34,1.101,K1III,III,2
10.16,10.66,0.588,G3V,V,4
8.04,9.24,0.528,F7IV,V,4
5.17,11.42,-0.022,A0V,V,4
8.63,13.65,0.5,F6V,V,4
6.9,4.38,1.115,K1III,III,2
7.91,4.55,1.12,K1III,III,2
7.29,4.29,1.056,K1III,III,2
8.14,6.26,0.341,F0IV,V,4
8.48,9.52,0.443,F3V,V,4
7.37,5.03,1.118,K1III,III,2
7.92,1.92,1.114,K0IV,V,4
9.18,3.3,1.037,G8III,III,2
8.53,2.79,1.07,K0III,III,2
8.88,1.76,1.254,K1III,III,2
9.5,22.18,0.945,K3V,V,4
7.8,28.63,0.67,G3V,V,4
7.83,34.27,0.64,G3V,V,4
9.3,6.97,0.504,F3V,V,4
7.9,3.87,0.059,A0IV,V,4
7.98,3.74,1.168,K2III,III,2
7.94,20.99,0.65,G3V,V,4
8.84,1.78,1.283,K2III,III,2
10.02,-2.39,1.016,K1III,III,2
8.39,3.46,1.28,K1III,III,2
6.22,5.33,0.955,G8III,III,2
8.72,9.01,0.729,G7III,III,2
8.58,5.38,1.047,K0III,III,2
8.98,3.59,0.96,G8III,III,2
6.52,7.41,1.072,G8III,III,2
7.12,5.06,1.04,K1III,III,2
8.83,2.24,1.02,G9III,III,2
6.6,21.62,0.513,F6V,V,4
7.76,3.95,1.502,K5III,III,2
8.16,24.54,0.614,G3V,V,4
9.41,1.54,1.07,K1III,III,2
8.6,1.63,1.197,K1III,III,2
8.22,6.34,0.102,A2V,V,4
7.48,13.52,0.5,F6V,V,4
6.68,16.79,0.349,F0V,V,4
7.31,2.28,1.673,K4III,III,2
7.26,8.14,0.076,A0V,V,4
7.01,18.34,0.423,F3V,V,4
7.67,2.78,1.537,K4III,III,2
5.59,5.45,-0.152,B3V,V,4
8.73,2.21,1.404,M3III,III,2
6.83,2.19,1.057,G8III,III,2
8.53,7.26,0.496,F6V,V,4
6.99,98.16,1.128,K4V,V,4
8.71,11.1,0.486,F5V,V,4
9.25,5.88,1.089,K0III,III,2
8.44,6.23,0.308,A7III,III,2
8.74,11.52,0.638,G3V,V,4
7.09,18.83,0.478,F5V,V,4
7.45,1.86,-0.045,B8II,II,1
6.42,21.09,0.331,A9V,V,4
8.7,38.44,0.985,K3V,V,4
5.44,5.15,-0.062,B8III,III,2
6.76,27.86,0.527,G0V,V,4
8.23,7.11,0.364,A8IV,V,4
8.44,15.62,0.575,F8V,V,4
8.91,0.11,0.87,G5III,III,2
9.22,15.24,0.619,G2V,V,4
6.77,11.58,0.963,K1III,III,2
6.74,6.7,1.054,K0III,III,2
8.46,6.49,0.081,A3V,V,4
9.47,25.76,0.919,K2V,V,4
7.89,3.27,1.066,K1III,III,2
8.91,31.35,0.78,K1V,V,4
7.58,12.43,0.437,F3V,V,4
6.73,9.46,0.214,A7V,V,4
8.21,3.13,1.37,K3III,III,2
7.48,8.64,0.226,A7V,V,4
7.84,7.83,1.034,K2III,III,2
8.74,10.01,0.624,G0V,V,4
9.33,4.78,0.802,G5IV,V,4
8.79,2.23,0.1,A0IV,V,4
9.09,7.63,0.357,F2V,V,4
7.73,3.32,1.4,K2III,III,2
7.73,4.87,1.139,K0III,III,2
6.18,5.46,1.257,K2IV,V,4
7.92,48.04,0.974,K2V,V,4
8.39,8.75,0.639,G0V,V,4
5.95,4.86,1.153,K1III,III,2
6.77,10.34,0.173,A2V,V,4
8.57,3.43,1.391,K2III,III,2
7.39,2.1,-0.05,B9III,III,2
8.92,6.05,0.37,F0IV,V,4
7.23,2.39,1.058,K0III,III,2
6.65,10.39,0.558,F7V,V,4
8.4,2.59,1.14,K1III,III,2
9.88,2.66,0.76,G6III,III,2
9.28,6.08,0.682,G5V,V,4
9.13,2.22,1.1,G8III,III,2
8.05,4.14,-0.02,B8V,V,4
5.36,11.8,-0.001,A1V,V,4
6.49,8.71,0.243,A9III,III,2
10.78,20.12,1.17,K7V,V,4
8.52,0.31,1.13,K0III,III,2
8.38,11.59,0.647,G3V,V,4
8.11,5.01,1.041,K0III,III,2
6.94,2.04,1.57,M4III,III,2
8.53,11.74,0.561,G0V,V,4
8.27,11.01,0.418,F3V,V,4
7.85,8.07,0.547,F8IV,V,4
8.54,11.17,0.484,F5V,V,4
8.76,4.32,1.101,K1III,III,2
8.26,3.69,0.906,G8III,III,2
8.29,3.29,1.27,K2IV,V,4
7.3,3.05,1.208,K1III,III,2
8.54,6.59,0.851,K1IV,V,4
6.21,3.98,1.61,M2III,III,2
8.45,7.64,0.36,F0V,V,4
8.96,4.14,1.341,K3III,III,2
7.95,6.46,0.99,K0III,III,2
7.84,13.21,0.307,A9IV,V,4
7.57,5.7,0.073,A2V,V,4
9.41,5.21,0.492,F5V,V,4
9.88,1.46,1.19,K0III,III,2
8.86,2.79,0.254,A3V,V,4
8.54,5.26,0.204,A3IV,V,4
7.98,5.13,1.311,K3III,III,2
8.02,3.61,1.489,K4III,III,2
6.28,6.13,1.22,K2III,III,2
5.54,77.48,0.76,K0IV,V,4
8.28,8.29,0.434,F3V,V,4
8.12,15.2,0.523,F6V,V,4
8.98,2.54,1.0,G8III,III,2
5.28,1.86,-0.192,B2IV,V,4
4.65,9.16,0.122,A5V,V,4
8.31,3.46,1.093,K0III,III,2
8.48,4.8,0.221,A3III,III,2
8.71,3.48,1.592,K3III,III,2
8.14,3.38,1.238,K1III,III,2
7.76,6.54,1.136,K0III,III,2
8.84,4.15,0.343,A5IV,V,4
8.76,4.95,1.134,K1III,III,2
8.94,3.04,0.04,B8V,V,4
6.93,9.93,0.106,A1V,V,4
9.3,4.6,0.645,F7V,V,4
10.85,5.81,0.64,K0III,III,2
7.55,2.82,1.069,K0III,III,2
8.62,1.53,0.094,B8V,V,4
8.25,9.1,0.504,F7V,V,4
8.48,1.59,0.04,B9V,V,4
7.11,4.72,0.928,G8III,III,2
9.67,1.32,0.94,G9III,III,2
6.16,10.56,-0.004,A1V,V,4
9.13,8.6,0.557,G1V,V,4
8.85,6.68,0.485,F6II,II,1
5.59,9.01,1.019,K0III,III,2
8.62,15.45,0.671,G5IV,V,4
7.39,7.21,0.217,A3III,III,2
6.57,6.43,0.661,G0II,II,1
6.95,4.62,1.249,K0III,III,2
8.14,2.99,0.963,G8III,III,2
6.91,17.8,0.586,G0V,V,4
9.17,6.08,0.463,F3V,V,4
6.87,9.53,0.043,A1V,V,4
10.52,42.0,1.419,M0V,V,4
8.89,6.16,0.641,G0V,V,4
8.79,4.44,0.11,A0IV,V,4
6.05,9.74,1.29,K3III,III,2
8.74,10.8,0.649,G2V,V,4
9.35,4.74,0.59,F7V,V,4
6.41,7.75,1.163,K1III,III,2
8.05,4.02,0.06,B9V,V,4
7.38,3.94,0.043,A0V,V,4
7.91,13.43,0.794,G8IV,V,4
5.89,10.57,-0.08,B9V,V,4
7.74,7.35,1.129,K2III,III,2
8.14,3.42,1.086,K1III,III,2
8.25,3.01,1.515,K3III,III,2
9.36,3.15,1.151,K1III,III,2
8.42,0.4,0.185,A1IV,V,4
7.72,12.42,0.51,F6V,V,4
9.45,-0.14,1.294,K2III,III,2
8.2,4.73,1.155,K0III,III,2
8.97,2.0,0.933,G8III,III,2
7.83,3.37,1.62,K5III,III,2
8.28,0.14,0.658,F6II,II,1
8.19,3.97,1.216,K1III,III,2
7.53,2.53,0.114,A1V,V,4
8.88,6.62,0.574,F7V,V,4
9.65,3.34,0.801,G5V,V,4
6.61,7.36,0.24,A7III,III,2
8.27,4.56,0.18,A2V,V,4
8.46,3.74,0.962,K0III,III,2
10.05,23.18,1.098,K2V,V,4
8.94,3.77,1.31,K2III,III,2
8.3,-0.55,1.474,K3IV,V,4
8.82,-0.57,-0.046,B9III,III,2
9.11,7.11,0.815,G8V,V,4
7.49,9.85,1.037,K0III,III,2
8.15,7.77,1.096,K1III,III,2
8.11,3.41,1.175,K0III,III,2
8.01,8.87,0.792,G5IV,V,4
7.74,3.03,1.127,K1III,III,2
7.35,2.48,1.502,M3III,III,2
6.51,21.43,0.5,F7V,V,4
8.65,5.87,1.053,K0III,III,2
9.2,3.48,1.518,M3III,III,2
5.15,41.32,0.417,F6V,V,4
6.44,3.54,1.198,G6III,III,2
7.45,13.04,0.465,F3V,V,4
6.99,3.76,0.876,G3III,III,2
7.91,1.63,1.587,K3III,III,2
8.29,11.89,0.477,F8V,V,4
8.12,2.47,0.05,A0V,V,4
9.16,2.77,0.8,G5III,III,2
9.29,13.47,0.623,G3V,V,4
8.99,1.62,1.017,K0III,III,2
8.93,3.16,1.077,K0III,III,2
9.21,15.97,0.585,G0V,V,4
9.09,2.82,0.45,F3V,V,4
9.59,-0.08,1.14,K1III,III,2
7.93,9.83,1.152,K2III,III,2
8.51,3.1,1.05,K0III,III,2
8.1,5.77,0.328,A9V,V,4
6.48,8.4,-0.046,B9V,V,4
7.86,4.98,0.175,A2II,II,1
4.72,4.33,-0.081,B2IV,V,4
8.76,2.98,1.09,K0III,III,2
6.27,13.11,0.56,F6V,V,4
7.47,16.38,0.427,F6V,V,4
7.72,2.6,-0.048,B9III,III,2
5.34,9.61,-0.012,A0V,V,4
8.33,3.98,0.956,G8III,III,2
9.94,4.86,1.07,K0III,III,2
7.4,4.67,1.055,K1III,III,2
8.79,2.99,1.453,K4III,III,2
7.7,5.6,0.474,F5III,III,2
8.41,8.74,0.416,F3V,V,4
9.09,9.1,0.611,G3V,V,4
5.04,7.4,1.491,K4III,III,2
8.35,3.77,1.141,K0III,III,2
8.21,3.86,0.996,K0III,III,2
10.66,18.36,1.02,K1V,V,4
5.95,4.93,1.691,M2III,III,2
8.57,1.66,1.022,G8III,III,2
7.43,3.97,1.692,K5III,III,2
9.87,10.86,0.688,G5V,V,4
8.72,2.35,1.015,K0III,III,2
7.71,3.17,1.619,K4III,III,2
8.14,5.71,1.268,K1III,III,2
8.72,5.75,0.84,G7III,III,2
6.64,5.44,0.896,G8III,III,2
7.5,5.79,1.113,G9III,III,2
4.12,19.08,0.967,G8III,III,2
8.16,30.58,0.754,G8V,V,4
7.78,27.73,0.651,G5V,V,4
5.78,9.8,1.029,G9III,III,2
6.96,2.4,1.097,G8III,III,2
9.87,3.3,0.98,G9III,III,2
8.28,2.31,1.15,K0III,III,2
8.23,1.66,1.296,K2III,III,2
9.09,6.28,0.74,G5IV,V,4
8.01,1.85,1.568,K5III,III,2
8.67,3.35,1.16,K1III,III,2
7.39,4.08,1.074,K0III,III,2
6.14,8.73,1.178,K2III,III,2
9.12,1.94,1.209,K1III,III,2
8.21,2.44,1.151,K2III,III,2
8.89,9.78,0.631,G1V,V,4
8.89,-0.35,1.537,K5III,III,2
9.99,44.41,1.336,K5V,V,4
8.8,3.74,0.624,G2V,V,4
6.23,4.48,-0.073,B7V,V,4
7.8,5.73,0.089,A1V,V,4
7.99,2.3,1.593,K5III,III,2
7.03,11.03,1.065,K1III,III,2
8.91,8.8,0.787,G8V,V,4
6.49,19.48,0.623,G0V,V,4
8.98,1.86,1.235,K1III,III,2
8.95,3.62,0.874,G7III,III,2
8.76,13.06,0.594,G1V,V,4
9.22,14.78,0.678,G5V,V,4
9.22,10.07,0.73,G6IV,V,4
7.17,15.86,0.553,G0V,V,4
6.55,2.97,1.838,M2III,III,2
8.65,7.96,0.428,F3V,V,4
9.52,3.6,0.378,F0V,V,4
8.53,3.81,1.166,K1III,III,2
7.28,5.91,0.986,K0III,III,2
9.18,3.88,0.4,G3V,V,4
7.54,2.7,1.5,K5III,III,2
8.6,2.57,0.932,K0III,III,2
8.61,6.01,1.043,K0III,III,2
6.63,6.84,1.017,K1III,III,2
8.27,0.16,1.34,K3III,III,2
8.64,7.38,0.51,F7V,V,4
8.17,2.92,1.305,K1III,III,2
8.41,2.52,1.14,K0III,III,2
10.05,7.5,0.541,F8V,V,4
8.32,1.97,0.13,B9IV,V,4
10.35,4.93,0.178,A2IV,V,4
4.14,50.79,0.353,F2III,III,2
8.08,2.71,1.58,K5III,III,2
8.5,2.83,0.876,G6IV,V,4
8.35,2.74,1.31,K2III,III,2
8.82,15.92,0.595,F8V,V,4
9.04,2.51,1.047,G8II,II,1
8.64,7.35,0.23,F0V,V,4
6.93,12.78,0.513,F7V,V,4
8.67,0.29,1.497,K4IV,V,4
9.64,10.9,0.65,G3V,V,4
8.73,5.94,0.438,F3IV,V,4
8.32,4.18,1.36,K4III,III,2
8.77,2.3,1.069,K1III,III,2
8.61,3.05,-0.023,B8IV,V,4
6.81,16.09,0.465,F5V,V,4
8.66,8.08,0.457,F3V,V,4
8.31,3.19,1.143,K1III,III,2
8.55,5.47,0.217,A2V,V,4
9.13,5.97,0.402,F5V,V,4
7.65,6.82,0.068,A1V,V,4
7.21,9.3,0.422,F3IV,V,4
8.91,2.35,1.08,K0III,III,2
7.07,2.5,1.195,K0III,III,2
8.64,3.81,1.153,K1III,III,2
8.68,6.78,0.391,F3V,V,4
7.31,4.04,0.015,B9V,V,4
6.72,30.43,0.532,F7V,V,4
8.47,4.55,1.109,K0III,III,2
8.3,14.58,0.526,F8V,V,4
6.72,26.07,0.613,G2V,V,4
8.39,0.5,1.52,K3III,III,2
9.94,2.9,1.0,K0III,III,2
9.03,16.09,0.704,G5V,V,4
9.55,7.26,0.662,G3V,V,4
8.87,0.43,1.241,K2III,III,2
8.5,10.83,0.482,F6V,V,4
8.01,6.62,0.065,A0V,V,4
7.43,7.54,0.023,A0V,V,4
5.34,5.53,-0.01,A1V,V,4
7.59,2.26,1.539,K3IV,V,4
7.46,5.41,1.022,K0IV,V,4
6.75,6.49,1.069,K2III,III,2
7.89,5.33,0.436,F3V,V,4
